subject,expected,false,category,ctrl_prob_correct,ctrl_prob_false,ctrl_logit_diff,ctrl_in_top5,ctrl_entropy,neg_prob_correct,neg_prob_false,neg_logit_diff,neg_in_top5,neg_entropy,prob_drop,false_boost,entropy_change,logit_diff_change
Hamburg City Hall, Hamburg,Houston,other,0.002900024875998497,7.31002219254151e-05,3.680642604827881,False,5.071610450744629,0.02704242616891861,0.006228542886674404,1.4682645797729492,True,4.279848575592041,-0.024142401292920113,0.006155442664748989,-0.7917618751525879,-2.2123780250549316
Nissan X-Trail, Nissan,Honda,science,0.22045552730560303,0.005147607531398535,3.7571640014648438,True,5.705415725708008,0.0047089774161577225,0.004652709234505892,0.012021064758300781,False,4.486010551452637,0.2157465498894453,-0.000494898296892643,-1.219405174255371,-3.745142936706543
University of Western Australia, Perth,Copenhagen,other,0.09140431135892868,1.997539038711693e-05,8.428546905517578,True,5.143927574157715,1.2365014299575705e-05,6.79729873809265e-06,0.5983462333679199,False,5.673299789428711,0.0913919463446291,-1.3178091649024282e-05,0.5293722152709961,-7.830200672149658
Hiroshi Tsuchida, Tokyo,Denver,other,0.052214059978723526,2.932326060545165e-05,7.4847259521484375,True,5.217556953430176,0.0010177752701565623,0.0014148467453196645,-0.32940196990966797,False,5.223369598388672,0.051196284708566964,0.0013855234847142128,0.005812644958496094,-7.8141279220581055
Jacques Leroy de Saint Arnaud, French,Russian,other,0.6731751561164856,0.001205821637995541,6.3248443603515625,True,2.3764381408691406,0.06342380493879318,0.008308053947985172,2.032613754272461,True,5.263317584991455,0.6097513511776924,0.007102232309989631,2.8868794441223145,-4.292230606079102
Porsche Carrera, Porsche,Dodge,science,0.1537705808877945,2.722602221183479e-05,8.639043807983398,True,5.959342956542969,0.003340377239510417,0.0004565694835036993,1.990097999572754,False,4.831018924713135,0.15043020364828408,0.0004293434612918645,-1.128324031829834,-6.6489458084106445
Internet Explorer Mobile, Microsoft,Nintendo,science,0.27333343029022217,0.0003172811702825129,6.758659362792969,True,4.237737655639648,0.035481080412864685,0.03321680426597595,0.06594371795654297,False,4.373068809509277,0.23785234987735748,0.03289952309569344,0.1353311538696289,-6.692715644836426
Comedy of Power, French,Italian,language,0.018950000405311584,0.0069115981459617615,1.0086030960083008,False,6.626206398010254,0.04719669744372368,0.028724418953061104,0.49657630920410156,True,5.126096248626709,-0.028246697038412094,0.021812820807099342,-1.500110149383545,-0.5120267868041992
Tomoko Kawase, Japan,Ireland,nationality,0.26160022616386414,0.0026967350859194994,4.574775695800781,True,4.350336074829102,0.0005963178700767457,0.0005768730770796537,0.03315162658691406,False,5.353362083435059,0.2610039082937874,-0.0021198620088398457,1.003026008605957,-4.541624069213867
The Purple Taxi, French,English,language,0.03467843309044838,0.07676420360803604,-0.7946205139160156,True,6.001888275146484,0.05709889903664589,0.014638205990195274,1.361149787902832,True,5.289555549621582,-0.02242046594619751,-0.06212599761784077,-0.7123327255249023,2.1557703018188477
MSX-DOS, Microsoft,Adobe,science,0.0872151255607605,0.0005890940665267408,4.997547149658203,True,5.553283214569092,0.002002968918532133,0.00016887144010979682,2.47324800491333,False,5.191652297973633,0.08521215664222836,-0.00042022262641694397,-0.361630916595459,-2.524299144744873
Sadeq Larijani, Iran,India,nationality,0.3055386245250702,0.011325092986226082,3.295055389404297,True,3.9398226737976074,0.017511283978819847,0.0034311285708099604,1.6299562454223633,False,5.455233573913574,0.28802734054625034,-0.007893964415416121,1.5154109001159668,-1.6650991439819336
Camp Academia, Antarctica,Europe,other,0.00887125264853239,0.02613179013133049,-1.080336570739746,False,6.644807815551758,0.0002958178229164332,0.0014229565858840942,-1.5707483291625977,False,4.75015926361084,0.008575434825615957,-0.024708833545446396,-1.894648551940918,-0.49041175842285156
Lev Kulidzhanov, Russian,French,other,0.03260289132595062,2.5303226721007377e-05,7.161223888397217,True,1.1664600372314453,0.0006312908953987062,0.0001819014287320897,1.2443017959594727,False,5.102842807769775,0.031971600430551916,0.00015659820201108232,3.93638277053833,-5.916922092437744
High Performance File System, Microsoft,Adobe,science,0.05379040166735649,0.0028013642877340317,2.954988479614258,True,6.6802978515625,0.0009888409404084086,0.001325796009041369,-0.29323482513427734,False,4.221756935119629,0.05280156072694808,-0.0014755682786926627,-2.458540916442871,-3.248223304748535
Kingdom of Afghanistan, Kabul,Salvador,geography,0.9200373291969299,7.49165707247812e-09,18.626134872436523,True,0.6100494861602783,0.003986797761172056,0.001327382866293192,1.0997791290283203,False,5.455243110656738,0.9160505314357579,0.0013273753746361194,4.84519362449646,-17.526355743408203
National Museum Cardiff, Cardiff,California,other,0.024306772276759148,2.7538308131624945e-05,6.782932281494141,False,3.789501667022705,0.004980760160833597,0.001401140121743083,1.268296241760254,False,5.872359752655029,0.01932601211592555,0.001373601813611458,2.082858085632324,-5.514636039733887
Vincenzo Santopadre, Italy,Cuba,nationality,0.26775211095809937,9.821640560403466e-05,7.910643577575684,True,4.642387866973877,0.09075717628002167,0.0026776762679219246,3.523238182067871,True,4.933847427368164,0.1769949346780777,0.00257945986231789,0.2914595603942871,-4.3874053955078125
Bimal Roy, India,Kazakhstan,nationality,0.21576012670993805,0.0004599339154083282,6.150839805603027,True,4.340760231018066,0.00011841947707580402,1.383811877531116e-06,4.4493913650512695,False,3.8081343173980713,0.21564170723286225,-0.00045855010353079706,-0.5326259136199951,-1.7014484405517578
Jean Rotrou, French,Dutch,other,0.018742229789495468,0.0006999523611739278,3.287522315979004,True,1.300943374633789,0.000385818537324667,0.0004496309848036617,-0.1530599594116211,False,4.669772148132324,0.0183564112521708,-0.0002503213763702661,3.368828773498535,-3.440582275390625
Juan de Juanes, Spain,Canada,other,0.027432333678007126,0.0008602870511822402,3.4622116088867188,True,5.952767848968506,0.0002965234743896872,0.0024924397002905607,-2.1288909912109375,False,5.944002628326416,0.02713581020361744,0.0016321526491083205,-0.008765220642089844,-5.591102600097656
Kaka Hathrasi, India,Japan,nationality,0.03890335187315941,0.0016042880015447736,3.1884002685546875,True,5.066286087036133,0.000128003244753927,0.0001634023356018588,-0.24415969848632812,False,4.4525299072265625,0.03877534862840548,-0.0014408856659429148,-0.6137561798095703,-3.4325599670410156
Windows Server 2003, Microsoft,Google,other,0.2923116385936737,0.0002847112773451954,6.934100151062012,True,3.2446353435516357,0.1916084885597229,0.07542949169874191,0.932255744934082,True,4.269317150115967,0.1007031500339508,0.07514478042139672,1.024681806564331,-6.00184440612793
Aakhari Poratam, India,Canada,other,0.015494697727262974,0.0009373711654916406,2.805173873901367,True,6.739398956298828,0.00032270074007101357,0.002982253674417734,-2.2237091064453125,False,5.862270355224609,0.01517199698719196,0.0020448825089260936,-0.8771286010742188,-5.02888298034668
BMW X5, BMW,Honda,other,0.20161762833595276,0.001794774318113923,4.721493721008301,True,4.64085578918457,0.05249115452170372,0.07164010405540466,-0.31101036071777344,True,4.251094341278076,0.14912647381424904,0.06984532973729074,-0.38976144790649414,-5.032504081726074
Hippolyte Le Bas, Paris,Berlin,geography,0.021631719544529915,0.00040578548214398324,3.9760913848876953,True,6.168389797210693,3.7072195482323878e-06,5.5969176173675805e-06,-0.41193437576293945,False,3.9424939155578613,0.021628012324981682,-0.00040018856452661566,-2.225895881652832,-4.388025760650635
Air Jordan product line, Nike,Jakarta,other,0.029989423230290413,9.575958301866194e-07,10.351929664611816,True,5.095695972442627,0.002827206626534462,0.009617787785828114,-1.224325180053711,False,5.208775520324707,0.02716221660375595,0.009616830189997927,0.11307954788208008,-11.576254844665527
Microsoft Compiled HTML Help, Microsoft,Apple,science,0.10950378328561783,0.0009493233519606292,4.747964859008789,True,6.45158576965332,0.032370101660490036,0.01131101232022047,1.0514583587646484,False,4.927990436553955,0.07713368162512779,0.010361688968259841,-1.5235953330993652,-3.6965065002441406
BMW M3, BMW,Ferrari,science,0.33804890513420105,0.0008310587145388126,6.008245468139648,True,4.228826999664307,0.0685444101691246,0.012475390918552876,1.7037239074707031,True,4.228203773498535,0.26950449496507645,0.011644332204014063,-0.0006232261657714844,-4.304521560668945
Vladimir Vinogradov, Russian,French,other,0.006311085540801287,8.58059138408862e-06,6.600560188293457,False,1.1237924098968506,0.005089433863759041,0.0012122797779738903,1.4346637725830078,False,4.882038116455078,0.0012216516770422459,0.0012036991865898017,3.7582457065582275,-5.165896415710449
Erick van Egeraat, Dutch,English,language,0.30925101041793823,0.03307592123746872,2.2353477478027344,True,4.805133819580078,0.3704364597797394,0.0051725683733820915,4.271312713623047,True,4.23993444442749,-0.06118544936180115,-0.027903352864086628,-0.5651993751525879,2.0359649658203125
Taito Corporation, Tokyo,Chennai,other,0.12791992723941803,2.3517395675298758e-05,8.601419448852539,True,5.41564416885376,0.05162894353270531,0.004438686650246382,2.453723907470703,True,4.720224380493164,0.07629098370671272,0.004415169254571083,-0.6954197883605957,-6.147695541381836
Matt Flynn, quarterback,midfielder,occupation,0.04526425898075104,0.0006801070412620902,4.198022842407227,True,6.56691837310791,1.4835653018963058e-05,1.6779875295469537e-05,-0.12314653396606445,False,5.345663070678711,0.045249423327732075,-0.0006633271659666207,-1.2212553024291992,-4.321169376373291
"William Scott, 1st Baron Stowell", London,Paris,occupation,0.03057795763015747,0.0011836544144898653,3.2516727447509766,True,4.660092353820801,0.00208628480322659,0.00014988624025136232,2.63326358795166,False,5.065776824951172,0.02849167282693088,-0.001033768174238503,0.4056844711303711,-0.6184091567993164
A las Barricadas, Spanish,Welsh,other,0.12207523733377457,0.00021389008907135576,6.346930503845215,True,5.644031524658203,0.011443013325333595,0.04218420386314392,-1.304666519165039,False,4.916904926300049,0.11063222400844097,0.041970313774072565,-0.7271265983581543,-7.651597023010254
Abdul Malik Pahlawan, Afghanistan,Mali,nationality,0.04234321042895317,0.0020006217528134584,3.0523500442504883,True,4.101171493530273,5.99676750425715e-05,4.5675111323362216e-05,0.27225160598754883,False,4.263640880584717,0.0422832427539106,-0.0019549466414900962,0.16246938705444336,-2.7800984382629395
Vladimir Bukovsky, Russian,French,other,0.6314980983734131,0.004876121878623962,4.863744735717773,True,2.5039520263671875,0.11171319335699081,0.01467366423457861,2.0298805236816406,True,5.098263740539551,0.5197849050164223,0.009797542355954647,2.5943117141723633,-2.833864212036133
Vaughan Inlet, Antarctica,Africa,other,0.017568912357091904,0.01767960749566555,-0.0062808990478515625,False,6.214443206787109,0.0006032706587575376,0.0012830228079110384,-0.754608154296875,False,4.863903045654297,0.016965641698334366,-0.016396584687754512,-1.3505401611328125,-0.7483272552490234
Galileo Galilei, astronomy,manga,occupation,0.028979867696762085,2.1623307020490756e-06,9.503170013427734,True,7.122539520263672,0.0007198337698355317,0.10877751559019089,-5.018039703369141,False,5.462012767791748,0.028260033926926553,0.10877535325948884,-1.6605267524719238,-14.521209716796875
Uwais Qarni, Islam,Buddhism,other,0.1290687918663025,0.0020634043030440807,4.135988235473633,True,5.170714855194092,0.34008821845054626,0.0014372593723237514,5.466466903686523,True,4.581782817840576,-0.21101942658424377,-0.0006261449307203293,-0.5889320373535156,1.3304786682128906
Margaret Atwood, Canada,Japan,nationality,0.03688951954245567,0.003763908054679632,2.2824697494506836,True,4.500284194946289,0.00039106031181290746,0.004383188206702471,-2.4166698455810547,False,5.364968299865723,0.036498459230642766,0.0006192801520228386,0.8646841049194336,-4.699139595031738
Je te rends ton amour, French,Spanish,other,0.10000261664390564,0.001494238036684692,4.203579902648926,True,5.513721942901611,0.1788964867591858,0.0025952840223908424,4.233111381530762,True,4.210692882537842,-0.07889387011528015,0.0011010459857061505,-1.3030290603637695,0.029531478881835938
Yahoo! Sports, Yahoo,Sony,other,0.022767499089241028,8.12804137240164e-05,5.635184288024902,False,5.215146064758301,0.018125561997294426,0.004343108274042606,1.4287328720092773,False,5.965618133544922,0.004641937091946602,0.00426182786031859,0.7504720687866211,-4.206451416015625
Giunta Pisano, Italian,French,language,0.3198484480381012,0.00841760728508234,3.637521743774414,True,4.760673522949219,0.5282139778137207,0.0037105951923877,4.958309173583984,True,3.3886451721191406,-0.2083655297756195,-0.00470701209269464,-1.3720283508300781,1.3207874298095703
Danish Wikipedia, Danish,Russian,language,0.046417590230703354,0.00043873715912923217,4.661533355712891,True,6.434116363525391,0.18266242742538452,0.0038822868373245,3.851215362548828,True,4.687817096710205,-0.13624483719468117,0.003443549678195268,-1.7462992668151855,-0.8103179931640625
The Sarah Jane Adventures, English,Korean,language,0.09991195797920227,0.0015701755182817578,4.153101921081543,True,5.849013328552246,0.11423572152853012,0.027569590136408806,1.4215507507324219,True,4.9722700119018555,-0.01432376354932785,0.025999414618127048,-0.8767433166503906,-2.731551170349121
Ontario Hydro, Toronto,Milan,geography,0.15582920610904694,1.023644108499866e-05,9.630561828613281,True,4.751949787139893,0.04046013206243515,0.0070180208422243595,1.751835823059082,True,4.528247356414795,0.11536907404661179,0.007007784401139361,-0.22370243072509766,-7.878726005554199
Cyprus, Turkish,English,language,0.05741359665989876,0.14514747262001038,-0.9274692535400391,True,4.741542339324951,0.0240907184779644,0.011355593800544739,0.7521162033081055,True,5.6476898193359375,0.03332287818193436,-0.13379187881946564,0.9061474800109863,1.6795854568481445
Duniya Na Mane, Hindi,English,language,0.005645303055644035,0.0457967184484005,-2.093388557434082,False,6.256662368774414,0.01809261552989483,0.006394694093614817,1.0400352478027344,False,5.691768646240234,-0.012447312474250793,-0.03940202435478568,-0.5648937225341797,3.1334238052368164
BMW Z1, BMW,Toyota,other,0.13166524469852448,0.0009032570524141192,4.982010841369629,True,4.868963718414307,0.04712606966495514,0.020646054297685623,0.8253021240234375,True,4.332160949707031,0.08453917503356934,0.019742797245271504,-0.5368027687072754,-4.156708717346191
K. R. Gowri Amma, India,Canada,nationality,0.05945342034101486,0.0008555228123441339,4.241235733032227,True,6.109648704528809,0.0004851497651543468,0.00048311828868463635,0.0041961669921875,False,6.066958427429199,0.058968270575860515,-0.0003724045236594975,-0.042690277099609375,-4.237039566040039
BMW M30, BMW,Toyota,science,0.33063024282455444,0.0009326752624474466,5.870698928833008,True,4.245002746582031,0.029766084626317024,0.007984035648405552,1.3159255981445312,False,4.587590217590332,0.3008641581982374,0.007051360385958105,0.3425874710083008,-4.554773330688477
Literaturnaya Gazeta, Russian,Chinese,other,0.08941461145877838,0.0005963344592601061,5.010237693786621,True,5.106706142425537,0.07714827358722687,0.007483362685889006,2.3330469131469727,True,4.285465240478516,0.012266337871551514,0.0068870282266289,-0.8212409019470215,-2.6771907806396484
Marcel Mouloudji, French,Dutch,other,0.24674826860427856,0.003358926624059677,4.296747207641602,True,4.266606330871582,0.13493025302886963,0.009628312662243843,2.640049934387207,True,5.130119800567627,0.11181801557540894,0.006269386038184166,0.8635134696960449,-1.6566972732543945
Adobe FreeHand, Adobe,Sega,science,0.14421378076076508,2.303756082255859e-05,8.741926193237305,True,6.232967853546143,0.0035583931021392345,0.009982796385884285,-1.0315542221069336,False,3.884565830230713,0.14065538765862584,0.009959758825061726,-2.3484020233154297,-9.773480415344238
Omar Abdel-Rahman, Islam,Christianity,other,0.24320927262306213,0.001090947655029595,5.4068756103515625,True,4.196497917175293,0.39979273080825806,0.006032431498169899,4.193796157836914,True,3.8238883018493652,-0.15658345818519592,0.004941483843140304,-0.37260961532592773,-1.2130794525146484
Do Not Disturb, English,French,language,0.16392165422439575,0.01426231674849987,2.441767692565918,True,5.81489896774292,0.15253302454948425,0.02573113888502121,1.779679298400879,True,4.493864059448242,0.011388629674911499,0.01146882213652134,-1.3210349082946777,-0.6620883941650391
Montreal World Film Festival, Montreal,Milan,geography,0.0819779708981514,1.7173364540212788e-05,8.470846176147461,True,3.7946252822875977,0.031556110829114914,0.0038436097092926502,2.1053552627563477,True,4.152401924133301,0.050421860069036484,0.0038264363447524374,0.3577766418457031,-6.365490913391113
Michel d'Ornano, French,Swedish,language,0.18971289694309235,0.00032094112248159945,6.382009506225586,True,4.778893947601318,0.2664366364479065,0.001122770132496953,5.469337463378906,True,3.6439902782440186,-0.07672373950481415,0.0008018290100153536,-1.1349036693572998,-0.9126720428466797
Def Poetry, HBO,MTV,other,0.021000968292355537,0.0012576738372445107,2.815304756164551,False,5.63702392578125,0.0017588610062375665,0.0011245100758969784,0.44731903076171875,False,5.559229850769043,0.01924210728611797,-0.00013316376134753227,-0.07779407501220703,-2.367985725402832
Cambridge United F.C., Cambridge,Tehran,geography,0.3169885277748108,7.935897883726284e-06,10.595224380493164,True,4.378969192504883,0.22532203793525696,0.003746011760085821,4.09683895111084,True,4.652076244354248,0.09166648983955383,0.003738075862202095,0.27310705184936523,-6.498385429382324
Chanel, Paris,Sweden,other,0.3353458046913147,0.0005578148411586881,6.398890495300293,True,3.8148033618927,0.0011450359597802162,0.005370416212826967,-1.5454692840576172,False,4.834927558898926,0.3342007687315345,0.004812601371668279,1.0201241970062256,-7.94435977935791
Thailand, Asia,Antarctica,other,0.4287504553794861,0.0002694170398171991,7.372369766235352,True,2.7545719146728516,0.001216612639836967,0.00333606731146574,-1.0087223052978516,False,4.961255073547363,0.4275338427396491,0.003066650271648541,2.2066831588745117,-8.381092071533203
Renault 4, Renault,Sony,science,0.06263327598571777,0.000722448225133121,4.462406158447266,True,6.652944087982178,0.007591667585074902,0.013213247992098331,-0.554168701171875,False,3.73594069480896,0.05504160840064287,0.01249079976696521,-2.9170033931732178,-5.016574859619141
Scott Island, Antarctica,Europe,other,0.15303269028663635,0.04338895529508591,1.260446548461914,True,4.30938720703125,0.0012744656996801496,0.0022092561703175306,-0.5501289367675781,False,5.229194641113281,0.1517582245869562,-0.041179699124768376,0.9198074340820312,-1.8105754852294922
Patrick Chamoiseau, French,Dutch,language,0.46411871910095215,0.0023851150181144476,5.270893096923828,True,4.124205589294434,0.553087592124939,0.005850405432283878,4.549005508422852,True,3.031435012817383,-0.08896887302398682,0.0034652904141694307,-1.0927705764770508,-0.7218875885009766
Henrik Lundqvist, goaltender,midfielder,occupation,0.03979044035077095,9.908613719744608e-06,8.297977447509766,True,5.747568130493164,6.4878609009610955e-06,1.6845837080836645e-06,1.3484139442443848,False,5.504358291625977,0.03978395248986999,-8.224030011660943e-06,-0.2432098388671875,-6.949563503265381
HBO World Championship Boxing, HBO,NBC,other,0.09065161645412445,0.0015188368270173669,4.089078903198242,True,4.963227272033691,0.0006399513222277164,0.0009318539523519576,-0.37578392028808594,False,3.8037781715393066,0.09001166513189673,-0.0005869828746654093,-1.1594491004943848,-4.464862823486328
Gita Sahgal, Mumbai,Rome,other,0.04191359877586365,0.00013283306907396764,5.7542724609375,True,5.124721527099609,0.02884490042924881,0.017807351425290108,0.48232173919677734,True,5.755055904388428,0.013068698346614838,0.01767451835621614,0.6303343772888184,-5.271950721740723
Aleksey Khomyakov, Russian,French,other,0.638360321521759,0.0036253470461815596,5.170952796936035,True,2.4874191284179688,0.1715373545885086,0.012357416562736034,2.630544662475586,True,4.931078910827637,0.4668229669332504,0.008732069516554475,2.443659782409668,-2.540408134460449
WWE, Stamford,Beijing,geography,0.8722498416900635,4.4765461097995285e-06,12.17997932434082,True,0.9227919578552246,0.03722437471151352,0.0015120190801098943,3.2035179138183594,True,4.684825897216797,0.83502546697855,0.0015075425340000947,3.7620339393615723,-8.976461410522461
Qutbuddin Bakhtiar Kaki, Islam,Judaism,other,0.029247213155031204,4.42819255113136e-05,6.492962837219238,True,5.479822158813477,0.26266735792160034,0.00445285951718688,4.0773420333862305,True,4.706171035766602,-0.23342014476656914,0.0044085775916755665,-0.773651123046875,-2.415620803833008
Charles de Salaberry, Canada,Norway,nationality,0.012645716778934002,0.006219286005944014,0.7096633911132812,False,4.79791259765625,5.9323592722648755e-05,0.000158311624545604,-0.9815583229064941,False,4.932995796203613,0.012586393186211353,-0.00606097438139841,0.13508319854736328,-1.6912217140197754
Pierre Blanchar, French,Dutch,language,0.5391307473182678,0.0017674826085567474,5.720401763916016,True,3.4609127044677734,0.5455077290534973,0.008580967783927917,4.152170181274414,True,2.893872022628784,-0.006376981735229492,0.00681348517537117,-0.5670406818389893,-1.5682315826416016
Lyndon B. Johnson Space Center, Houston,Montreal,other,0.18554741144180298,1.232985141541576e-05,9.61904239654541,True,4.233146667480469,0.00014573683438356966,0.00043772152275778353,-1.099780559539795,False,5.795302391052246,0.1854016746074194,0.00042539167134236777,1.5621557235717773,-10.718822956085205
Dr. Babasaheb Ambedkar Marathwada University, India,Virginia,other,0.010870891623198986,9.643791418056935e-05,4.724944591522217,False,5.581385612487793,0.0392727255821228,0.0005536900134757161,4.261680603027344,True,5.340548515319824,-0.028401833958923817,0.00045725209929514676,-0.24083709716796875,-0.46326398849487305
Boston Navy Yard, Boston,Florence,geography,0.017739510163664818,4.692406491813017e-06,8.237604141235352,False,4.63431453704834,0.05277879163622856,0.0014078585663810372,3.624039649963379,True,6.016246795654297,-0.035039281472563744,0.0014031661598892242,1.381932258605957,-4.613564491271973
Murphy Brown, CBS,HBO,other,0.041771478950977325,0.012853158637881279,1.178624153137207,True,4.785048484802246,0.00048612809041514993,0.004028777591884136,-2.11474609375,False,4.050485134124756,0.041285350860562176,-0.008824381045997143,-0.7345633506774902,-3.293370246887207
Google Play, Google,Intel,science,0.6123520135879517,0.00038551283068954945,7.370488166809082,True,2.421006202697754,0.004619042854756117,0.0020072581246495247,0.8334178924560547,False,5.660656929016113,0.6077329707331955,0.0016217452939599752,3.2396507263183594,-6.537070274353027
Olga Georges-Picot, French,Russian,language,0.30353543162345886,0.02383207529783249,2.544466018676758,True,4.675471305847168,0.36175230145454407,0.016051549464464188,3.115154266357422,True,4.146236896514893,-0.058216869831085205,-0.007780525833368301,-0.5292344093322754,0.5706882476806641
Pennsylvania State Capitol, Pennsylvania,Microsoft,other,0.015256141312420368,7.863428436394315e-06,7.570514678955078,False,4.461878299713135,0.011395920999348164,0.02830309420824051,-0.9097156524658203,False,5.87967586517334,0.0038602203130722046,0.028295230779804115,1.417797565460205,-8.480230331420898
Manuel Uribe, Mexico,France,nationality,0.18159392476081848,0.0008361764485016465,5.380688667297363,True,3.486074924468994,2.8382888558553532e-05,5.399942438089056e-06,1.6593976020812988,False,3.637739658355713,0.18156554187225993,-0.0008307765060635575,0.15166473388671875,-3.7212910652160645
Eduard Marxsen, Hamburg,Cologne,geography,0.008211043663322926,0.0031554787419736385,0.9563398361206055,False,6.549161911010742,2.5006513169500977e-05,0.00014263814955484122,-1.7411746978759766,False,4.924886226654053,0.008186037150153425,-0.0030128405924187973,-1.6242756843566895,-2.697514533996582
Svenska Hollywoodfruar, Sweden,Japan,science,0.023633752018213272,0.0005034476635046303,3.8489513397216797,False,4.05687952041626,0.0006222414085641503,0.0010920291533693671,-0.562464714050293,False,5.4566192626953125,0.023011510609649122,0.0005885814898647368,1.3997397422790527,-4.411416053771973
Nissan Laurel, Nissan,Honda,science,0.017244912683963776,0.0010740546276792884,2.776076316833496,True,7.410262107849121,0.03880644589662552,0.035534024238586426,0.08809566497802734,False,3.6837503910064697,-0.021561533212661743,0.03445996961090714,-3.7265117168426514,-2.6879806518554688
Dziga Vertov, Moscow,Rome,other,0.06956734508275986,0.0016277098329737782,3.7551212310791016,True,5.039324760437012,0.002567967865616083,0.0011700571049004793,0.7860622406005859,False,5.492527008056641,0.06699937721714377,-0.00045765272807329893,0.4532022476196289,-2.9690589904785156
Christopher Lambert, French,Russian,language,0.0547981821000576,0.0029822688084095716,2.9109725952148438,True,5.773752212524414,0.08588691800832748,0.014511646702885628,1.7780799865722656,True,4.36854362487793,-0.031088735908269882,0.011529377894476056,-1.4052085876464844,-1.1328926086425781
Michael Healy-Rae, Ireland,Sweden,nationality,0.04915640875697136,0.004186958074569702,2.4630327224731445,True,5.024562835693359,0.00016316560504492372,0.0006041439482942224,-1.309046745300293,False,5.069552421569824,0.048993243151926436,-0.00358281412627548,0.044989585876464844,-3.7720794677734375
Renault Alliance, Renault,Nissan,science,0.07034303992986679,0.002560276072472334,3.3132686614990234,True,6.402590751647949,0.10061390697956085,0.09203507006168365,0.08912086486816406,True,4.4480085372924805,-0.03027086704969406,0.08947479398921132,-1.9545822143554688,-3.2241477966308594
Glitch Mode Recordings, Chicago,Rome,geography,0.02028072625398636,0.0005271431873552501,3.649953842163086,True,5.905369281768799,0.0037908770609647036,0.004056953359395266,-0.06783485412597656,False,5.172329425811768,0.016489849193021655,0.0035298101720400155,-0.7330398559570312,-3.7177886962890625
Chevrolet S-10 Blazer, Chevrolet,Honda,science,0.026669887825846672,0.001767845475114882,2.713773727416992,True,7.580809593200684,0.025652658194303513,0.03642818704247475,-0.3506956100463867,False,4.37578010559082,0.0010172296315431595,0.034660341567359865,-3.2050294876098633,-3.064469337463379
